Time coordinates[0] coordinates[1] coordinates[2] velocity_probe[0] velocity_probe[1] velocity_probe[2]
24006.000000 2280.000000 1000.000000 270.000000 10.073958 -0.899010 0.091896 
24006.400000 2280.000000 1000.000000 30.000000 6.460821 0.307978 0.169117 
24006.400000 2280.000000 1000.000000 150.000000 8.588526 0.065911 0.066483 
24006.400000 2280.000000 1000.000000 270.000000 10.044182 -0.782401 0.178070 
24006.800000 2280.000000 1000.000000 30.000000 6.463062 0.320071 0.145801 
24006.800000 2280.000000 1000.000000 150.000000 8.518697 0.001154 0.029761 
24006.800000 2280.000000 1000.000000 270.000000 10.019567 -0.694300 0.231433 
24007.200000 2280.000000 1000.000000 30.000000 6.464838 0.324706 0.117448 
24007.200000 2280.000000 1000.000000 150.000000 8.468448 -0.052700 -0.004153 
24007.200000 2280.000000 1000.000000 270.000000 10.000031 -0.648888 0.264150 
24007.600000 2280.000000 1000.000000 30.000000 6.464793 0.323015 0.087845 
24007.600000 2280.000000 1000.000000 150.000000 8.449254 -0.082561 -0.029249 
24007.600000 2280.000000 1000.000000 270.000000 9.981625 -0.643622 0.290100 
24008.000000 2280.000000 1000.000000 30.000000 6.462324 0.316447 0.060599 
24008.000000 2280.000000 1000.000000 150.000000 8.465598 -0.079742 -0.040431 
24008.000000 2280.000000 1000.000000 270.000000 9.961299 -0.666151 0.315841 
24008.400000 2280.000000 1000.000000 30.000000 6.457248 0.305794 0.038750 
24008.400000 2280.000000 1000.000000 150.000000 8.514080 -0.047801 -0.036168 
24008.400000 2280.000000 1000.000000 270.000000 9.939575 -0.704158 0.341236 
24008.800000 2280.000000 1000.000000 30.000000 6.449643 0.291393 0.024188 
24008.800000 2280.000000 1000.000000 150.000000 8.585479 -0.005001 -0.021418 
24008.800000 2280.000000 1000.000000 270.000000 9.920268 -0.750123 0.362289 
24009.200000 2280.000000 1000.000000 30.000000 6.439667 0.273394 0.017347 
24009.200000 2280.000000 1000.000000 150.000000 8.667392 0.021805 -0.007235 
24009.200000 2280.000000 1000.000000 270.000000 9.908523 -0.799615 0.374227 
24009.600000 2280.000000 1000.000000 30.000000 6.427525 0.252035 0.017409 
24009.600000 2280.000000 1000.000000 150.000000 8.745574 0.012498 -0.012760 
24009.600000 2280.000000 1000.000000 270.000000 9.908360 -0.850502 0.373490 
24010.000000 2280.000000 1000.000000 30.000000 6.413531 0.227895 0.022734 
24010.000000 2280.000000 1000.000000 150.000000 8.807536 -0.033540 -0.064813 
24010.000000 2280.000000 1000.000000 270.000000 9.921254 -0.901580 0.358590 
24010.400000 2280.000000 1000.000000 30.000000 6.398094 0.201957 0.031283 
24010.400000 2280.000000 1000.000000 150.000000 8.847961 -0.095783 -0.174430 
24010.400000 2280.000000 1000.000000 270.000000 9.945710 -0.951456 0.330922 
24010.800000 2280.000000 1000.000000 30.000000 6.381670 0.175592 0.041085 
24010.800000 2280.000000 1000.000000 150.000000 8.869967 -0.144562 -0.320035 
24010.800000 2280.000000 1000.000000 270.000000 9.977546 -0.997639 0.295410 
24011.200000 2280.000000 1000.000000 30.000000 6.364723 0.150452 0.050452 
24011.200000 2280.000000 1000.000000 150.000000 8.878399 -0.159995 -0.450896 
24011.200000 2280.000000 1000.000000 270.000000 10.010510 -1.036517 0.259459 
24011.600000 2280.000000 1000.000000 30.000000 6.347662 0.128240 0.058162 
24011.600000 2280.000000 1000.000000 150.000000 8.874307 -0.141394 -0.519183 
24011.600000 2280.000000 1000.000000 270.000000 10.037638 -1.065306 0.229574 
24012.000000 2280.000000 1000.000000 30.000000 6.330756 0.110476 0.063664 
24012.000000 2280.000000 1000.000000 150.000000 8.855353 -0.104537 -0.499733 
24012.000000 2280.000000 1000.000000 270.000000 10.053568 -1.084108 0.207604 
24012.400000 2280.000000 1000.000000 30.000000 6.314106 0.098279 0.067092 
24012.400000 2280.000000 1000.000000 150.000000 8.821852 -0.072245 -0.397900 
24012.400000 2280.000000 1000.000000 270.000000 10.057322 -1.095389 0.190429 
24012.800000 2280.000000 1000.000000 30.000000 6.297523 0.092338 0.069131 
24012.800000 2280.000000 1000.000000 150.000000 8.779378 -0.061490 -0.242900 
24012.800000 2280.000000 1000.000000 270.000000 10.051811 -1.101886 0.173781 
24013.200000 2280.000000 1000.000000 30.000000 6.280633 0.093037 0.070821 
24013.200000 2280.000000 1000.000000 150.000000 8.735239 -0.073381 -0.072333 
24013.200000 2280.000000 1000.000000 270.000000 10.041382 -1.105373 0.155620 
24013.600000 2280.000000 1000.000000 30.000000 6.263013 0.100492 0.073242 
24013.600000 2280.000000 1000.000000 150.000000 8.695459 -0.094876 0.082928 
24013.600000 2280.000000 1000.000000 270.000000 10.029159 -1.106489 0.136946 
24014.000000 2280.000000 1000.000000 30.000000 6.244354 0.114680 0.077150 
24014.000000 2280.000000 1000.000000 150.000000 8.663284 -0.107113 0.205091 
24014.000000 2280.000000 1000.000000 270.000000 10.016423 -1.105289 0.120090 
24014.400000 2280.000000 1000.000000 30.000000 6.224749 0.135319 0.082888 
24014.400000 2280.000000 1000.000000 150.000000 8.639810 -0.095655 0.288804 
24014.400000 2280.000000 1000.000000 270.000000 10.003069 -1.101074 0.106673 
24014.800000 2280.000000 1000.000000 30.000000 6.204643 0.161818 0.090323 
24014.800000 2280.000000 1000.000000 150.000000 8.624509 -0.055151 0.335898 
24014.800000 2280.000000 1000.000000 270.000000 9.988450 -1.092829 0.096436 
24015.200000 2280.000000 1000.000000 30.000000 6.184947 0.193085 0.098781 
24015.200000 2280.000000 1000.000000 150.000000 8.616443 0.007031 0.351341 
24015.200000 2280.000000 1000.000000 270.000000 9.972220 -1.079974 0.087472 
