Time coordinates[0] coordinates[1] coordinates[2] velocity_probe[0] velocity_probe[1] velocity_probe[2]
25005.500000 3360.000000 1000.000000 30.000000 6.602512 0.818348 0.468817 
25005.500000 3360.000000 1000.000000 150.000000 9.149794 -0.231598 -0.036411 
25005.500000 3360.000000 1000.000000 270.000000 9.951355 -1.006752 0.128250 
25005.750000 3360.000000 1000.000000 30.000000 6.597823 0.820670 0.446976 
25005.750000 3360.000000 1000.000000 150.000000 9.151891 -0.244423 -0.035618 
25005.750000 3360.000000 1000.000000 270.000000 9.970504 -0.982495 0.150110 
25006.000000 3360.000000 1000.000000 30.000000 6.596539 0.823325 0.419468 
25006.000000 3360.000000 1000.000000 150.000000 9.151310 -0.258502 -0.033946 
25006.000000 3360.000000 1000.000000 270.000000 9.992302 -0.956668 0.164445 
25006.250000 3360.000000 1000.000000 30.000000 6.598474 0.825835 0.386947 
25006.250000 3360.000000 1000.000000 150.000000 9.147754 -0.273793 -0.031320 
25006.250000 3360.000000 1000.000000 270.000000 10.013484 -0.930562 0.173608 
25006.500000 3360.000000 1000.000000 30.000000 6.603316 0.827609 0.350085 
25006.500000 3360.000000 1000.000000 150.000000 9.140964 -0.289767 -0.027720 
25006.500000 3360.000000 1000.000000 270.000000 10.031381 -0.906061 0.180117 
25006.750000 3360.000000 1000.000000 30.000000 6.610642 0.827933 0.309420 
25006.750000 3360.000000 1000.000000 150.000000 9.130755 -0.305535 -0.023173 
25006.750000 3360.000000 1000.000000 270.000000 10.044143 -0.885204 0.185525 
25007.000000 3360.000000 1000.000000 30.000000 6.619826 0.826022 0.265381 
25007.000000 3360.000000 1000.000000 150.000000 9.117131 -0.319990 -0.017654 
25007.000000 3360.000000 1000.000000 270.000000 10.050876 -0.869807 0.189957 
25007.250000 3360.000000 1000.000000 30.000000 6.630018 0.820900 0.218346 
25007.250000 3360.000000 1000.000000 150.000000 9.100289 -0.331983 -0.011043 
25007.250000 3360.000000 1000.000000 270.000000 10.051589 -0.861138 0.192852 
25007.500000 3360.000000 1000.000000 30.000000 6.640201 0.811609 0.168698 
25007.500000 3360.000000 1000.000000 150.000000 9.080587 -0.340436 -0.003147 
25007.500000 3360.000000 1000.000000 270.000000 10.046897 -0.859736 0.193414 
25007.750000 3360.000000 1000.000000 30.000000 6.649195 0.797361 0.116962 
25007.750000 3360.000000 1000.000000 150.000000 9.058610 -0.344581 0.006333 
25007.750000 3360.000000 1000.000000 270.000000 10.037861 -0.865466 0.190897 
25008.000000 3360.000000 1000.000000 30.000000 6.655760 0.777582 0.063997 
25008.000000 3360.000000 1000.000000 150.000000 9.035139 -0.344033 0.017694 
25008.000000 3360.000000 1000.000000 270.000000 10.025677 -0.877619 0.184861 
25008.250000 3360.000000 1000.000000 30.000000 6.658612 0.752157 0.011119 
25008.250000 3360.000000 1000.000000 150.000000 9.011221 -0.338853 0.031099 
25008.250000 3360.000000 1000.000000 270.000000 10.011502 -0.895136 0.175470 
25008.500000 3360.000000 1000.000000 30.000000 6.656700 0.721548 -0.039893 
25008.500000 3360.000000 1000.000000 150.000000 8.988104 -0.329539 0.046476 
25008.500000 3360.000000 1000.000000 270.000000 9.996339 -0.916730 0.163414 
25008.750000 3360.000000 1000.000000 30.000000 6.649326 0.686928 -0.086914 
25008.750000 3360.000000 1000.000000 150.000000 8.967138 -0.316955 0.063426 
25008.750000 3360.000000 1000.000000 270.000000 9.981075 -0.941070 0.149802 
25009.000000 3360.000000 1000.000000 30.000000 6.636083 0.650105 -0.127587 
25009.000000 3360.000000 1000.000000 150.000000 8.949498 -0.302166 0.081173 
25009.000000 3360.000000 1000.000000 270.000000 9.966499 -0.966876 0.136101 
25009.250000 3360.000000 1000.000000 30.000000 6.617025 0.613470 -0.159629 
25009.250000 3360.000000 1000.000000 150.000000 8.936110 -0.286265 0.098747 
25009.250000 3360.000000 1000.000000 270.000000 9.953310 -0.993022 0.123693 
25009.500000 3360.000000 1000.000000 30.000000 6.592502 0.579773 -0.181191 
25009.500000 3360.000000 1000.000000 150.000000 8.927206 -0.270203 0.115147 
25009.500000 3360.000000 1000.000000 270.000000 9.942067 -1.018501 0.113400 
25009.750000 3360.000000 1000.000000 30.000000 6.563177 0.551731 -0.191000 
25009.750000 3360.000000 1000.000000 150.000000 8.922363 -0.254605 0.129530 
25009.750000 3360.000000 1000.000000 270.000000 9.933127 -1.042428 0.105484 
25010.000000 3360.000000 1000.000000 30.000000 6.530262 0.531871 -0.188625 
25010.000000 3360.000000 1000.000000 150.000000 8.920707 -0.239687 0.141415 
25010.000000 3360.000000 1000.000000 270.000000 9.926590 -1.063885 0.099741 
25010.250000 3360.000000 1000.000000 30.000000 6.494989 0.522151 -0.174532 
25010.250000 3360.000000 1000.000000 150.000000 8.920911 -0.225160 0.150842 
25010.250000 3360.000000 1000.000000 270.000000 9.922377 -1.082062 0.095727 
25010.500000 3360.000000 1000.000000 30.000000 6.458498 0.523739 -0.149924 
25010.500000 3360.000000 1000.000000 150.000000 8.921674 -0.210336 0.158256 
25010.500000 3360.000000 1000.000000 270.000000 9.920136 -1.096187 0.092809 
25010.750000 3360.000000 1000.000000 30.000000 6.422246 0.536816 -0.116629 
25010.750000 3360.000000 1000.000000 150.000000 8.921701 -0.194268 0.164299 
25010.750000 3360.000000 1000.000000 270.000000 9.919366 -1.105665 0.090273 
25011.000000 3360.000000 1000.000000 30.000000 6.387845 0.560604 -0.076840 
25011.000000 3360.000000 1000.000000 150.000000 8.919983 -0.175983 0.169642 
25011.000000 3360.000000 1000.000000 270.000000 9.919529 -1.110115 0.087319 
25011.250000 3360.000000 1000.000000 30.000000 6.356562 0.593509 -0.033117 
25011.250000 3360.000000 1000.000000 150.000000 8.915949 -0.154749 0.174735 
25011.250000 3360.000000 1000.000000 270.000000 9.919993 -1.109387 0.083470 
25011.500000 3360.000000 1000.000000 30.000000 6.330059 0.632933 0.012216 
25011.500000 3360.000000 1000.000000 150.000000 8.909477 -0.130241 0.179642 
25011.500000 3360.000000 1000.000000 270.000000 9.920258 -1.103622 0.078607 
25011.750000 3360.000000 1000.000000 30.000000 6.309698 0.676043 0.057071 
25011.750000 3360.000000 1000.000000 150.000000 8.900987 -0.102634 0.184133 
25011.750000 3360.000000 1000.000000 270.000000 9.919831 -1.093265 0.073030 
25012.000000 3360.000000 1000.000000 30.000000 6.296338 0.719911 0.099366 
25012.000000 3360.000000 1000.000000 150.000000 8.891323 -0.072558 0.187753 
25012.000000 3360.000000 1000.000000 270.000000 9.918342 -1.079042 0.067388 
25012.250000 3360.000000 1000.000000 30.000000 6.290746 0.761546 0.137645 
25012.250000 3360.000000 1000.000000 150.000000 8.881390 -0.040962 0.189984 
25012.250000 3360.000000 1000.000000 270.000000 9.915558 -1.061897 0.062553 
25012.500000 3360.000000 1000.000000 30.000000 6.292841 0.798536 0.170852 
25012.500000 3360.000000 1000.000000 150.000000 8.872035 -0.008932 0.190487 
25012.500000 3360.000000 1000.000000 270.000000 9.911378 -1.042850 0.059508 
25012.750000 3360.000000 1000.000000 30.000000 6.301947 0.829158 0.198227 
25012.750000 3360.000000 1000.000000 150.000000 8.863765 0.022530 0.189261 
25012.750000 3360.000000 1000.000000 270.000000 9.905890 -1.022888 0.059137 
25013.000000 3360.000000 1000.000000 30.000000 6.316865 0.852331 0.219279 
25013.000000 3360.000000 1000.000000 150.000000 8.856736 0.052597 0.186722 
25013.000000 3360.000000 1000.000000 270.000000 9.899319 -1.002812 0.062072 
25013.250000 3360.000000 1000.000000 30.000000 6.336046 0.867917 0.233961 
25013.250000 3360.000000 1000.000000 150.000000 8.850709 0.080684 0.183671 
25013.250000 3360.000000 1000.000000 270.000000 9.892037 -0.983150 0.068559 
25013.500000 3360.000000 1000.000000 30.000000 6.357782 0.876741 0.242314 
25013.500000 3360.000000 1000.000000 150.000000 8.845165 0.106461 0.181105 
25013.500000 3360.000000 1000.000000 270.000000 9.884496 -0.964138 0.078356 
25013.750000 3360.000000 1000.000000 30.000000 6.380231 0.879784 0.244567 
25013.750000 3360.000000 1000.000000 150.000000 8.839633 0.129824 0.180148 
25013.750000 3360.000000 1000.000000 270.000000 9.877174 -0.945770 0.090791 
25014.000000 3360.000000 1000.000000 30.000000 6.401763 0.878238 0.241054 
25014.000000 3360.000000 1000.000000 150.000000 8.833742 0.150794 0.181700 
25014.000000 3360.000000 1000.000000 270.000000 9.870540 -0.927878 0.104891 
25014.250000 3360.000000 1000.000000 30.000000 6.421002 0.873347 0.232218 
25014.250000 3360.000000 1000.000000 150.000000 8.827350 0.169426 0.186179 
25014.250000 3360.000000 1000.000000 270.000000 9.865034 -0.910230 0.119489 
25014.500000 3360.000000 1000.000000 30.000000 6.436736 0.865934 0.218555 
25014.500000 3360.000000 1000.000000 150.000000 8.820578 0.185698 0.193426 
25014.500000 3360.000000 1000.000000 270.000000 9.861072 -0.892602 0.133364 
25014.750000 3360.000000 1000.000000 30.000000 6.447954 0.856460 0.200630 
25014.750000 3360.000000 1000.000000 150.000000 8.813769 0.199395 0.202574 
25014.750000 3360.000000 1000.000000 270.000000 9.859078 -0.874824 0.145369 
25015.000000 3360.000000 1000.000000 30.000000 6.454266 0.845272 0.179068 
25015.000000 3360.000000 1000.000000 150.000000 8.807472 0.210019 0.212123 
25015.000000 3360.000000 1000.000000 270.000000 9.859467 -0.856793 0.154540 
25015.250000 3360.000000 1000.000000 30.000000 6.455496 0.832677 0.154425 
25015.250000 3360.000000 1000.000000 150.000000 8.802318 0.216756 0.220316 
25015.250000 3360.000000 1000.000000 270.000000 9.862602 -0.838476 0.160211 
25015.500000 3360.000000 1000.000000 30.000000 6.451812 0.818948 0.127236 
25015.500000 3360.000000 1000.000000 150.000000 8.799095 0.218542 0.225182 
25015.500000 3360.000000 1000.000000 270.000000 9.868695 -0.819887 0.162068 
25015.750000 3360.000000 1000.000000 30.000000 6.443709 0.804425 0.098171 
25015.750000 3360.000000 1000.000000 150.000000 8.798703 0.214080 0.224582 
25015.750000 3360.000000 1000.000000 270.000000 9.877696 -0.801115 0.160181 
25016.000000 3360.000000 1000.000000 30.000000 6.431762 0.789514 0.067810 
25016.000000 3360.000000 1000.000000 150.000000 8.801993 0.202151 0.216737 
25016.000000 3360.000000 1000.000000 270.000000 9.889227 -0.782346 0.154967 
25016.250000 3360.000000 1000.000000 30.000000 6.416639 0.774620 0.036850 
25016.250000 3360.000000 1000.000000 150.000000 8.809806 0.182134 0.200524 
25016.250000 3360.000000 1000.000000 270.000000 9.902549 -0.763907 0.147103 
25016.500000 3360.000000 1000.000000 30.000000 6.399022 0.760179 0.006040 
25016.500000 3360.000000 1000.000000 150.000000 8.822695 0.154419 0.175859 
25016.500000 3360.000000 1000.000000 270.000000 9.916619 -0.746297 0.137394 
25016.750000 3360.000000 1000.000000 30.000000 6.379786 0.746652 -0.023713 
25016.750000 3360.000000 1000.000000 150.000000 8.840795 0.120763 0.143914 
25016.750000 3360.000000 1000.000000 270.000000 9.930229 -0.730167 0.126618 
25017.000000 3360.000000 1000.000000 30.000000 6.359740 0.734330 -0.051397 
25017.000000 3360.000000 1000.000000 150.000000 8.863746 0.084486 0.106853 
25017.000000 3360.000000 1000.000000 270.000000 9.942173 -0.716233 0.115393 
25017.250000 3360.000000 1000.000000 30.000000 6.339515 0.723405 -0.076108 
25017.250000 3360.000000 1000.000000 150.000000 8.890550 0.050094 0.067290 
25017.250000 3360.000000 1000.000000 270.000000 9.951447 -0.705152 0.104066 
25017.500000 3360.000000 1000.000000 30.000000 6.319685 0.714094 -0.096696 
25017.500000 3360.000000 1000.000000 150.000000 8.919776 0.022841 0.027864 
25017.500000 3360.000000 1000.000000 270.000000 9.957367 -0.697360 0.092671 
25017.750000 3360.000000 1000.000000 30.000000 6.300718 0.706562 -0.112090 
25017.750000 3360.000000 1000.000000 150.000000 8.949710 0.007604 -0.009029 
25017.750000 3360.000000 1000.000000 270.000000 9.959654 -0.692867 0.080947 
25018.000000 3360.000000 1000.000000 30.000000 6.283015 0.700934 -0.121251 
25018.000000 3360.000000 1000.000000 150.000000 8.978567 0.007808 -0.041408 
25018.000000 3360.000000 1000.000000 270.000000 9.958388 -0.691236 0.068419 
25018.250000 3360.000000 1000.000000 30.000000 6.266728 0.697367 -0.123249 
25018.250000 3360.000000 1000.000000 150.000000 9.004808 0.024593 -0.067785 
25018.250000 3360.000000 1000.000000 270.000000 9.953909 -0.691768 0.054504 
25018.500000 3360.000000 1000.000000 30.000000 6.252013 0.696227 -0.117561 
25018.500000 3360.000000 1000.000000 150.000000 9.027301 0.056199 -0.087067 
25018.500000 3360.000000 1000.000000 270.000000 9.946694 -0.693676 0.038737 
25018.750000 3360.000000 1000.000000 30.000000 6.239274 0.698281 -0.104016 
25018.750000 3360.000000 1000.000000 150.000000 9.045520 0.098512 -0.098557 
25018.750000 3360.000000 1000.000000 270.000000 9.937216 -0.696462 0.020969 
25019.000000 3360.000000 1000.000000 30.000000 6.229244 0.704405 -0.082942 
25019.000000 3360.000000 1000.000000 150.000000 9.059369 0.145806 -0.102004 
25019.000000 3360.000000 1000.000000 270.000000 9.925874 -0.700146 0.001459 
25019.250000 3360.000000 1000.000000 30.000000 6.223007 0.715536 -0.055466 
25019.250000 3360.000000 1000.000000 150.000000 9.069301 0.191928 -0.097586 
25019.250000 3360.000000 1000.000000 270.000000 9.913006 -0.705226 -0.019085 
25019.500000 3360.000000 1000.000000 30.000000 6.222045 0.732268 -0.023403 
25019.500000 3360.000000 1000.000000 150.000000 9.076192 0.231525 -0.085940 
25019.500000 3360.000000 1000.000000 270.000000 9.898923 -0.712614 -0.039681 
25019.750000 3360.000000 1000.000000 30.000000 6.228285 0.754728 0.010884 
25019.750000 3360.000000 1000.000000 150.000000 9.080788 0.260602 -0.068168 
25019.750000 3360.000000 1000.000000 270.000000 9.884003 -0.723485 -0.059244 
25020.000000 3360.000000 1000.000000 30.000000 6.243637 0.782122 0.044792 
25020.000000 3360.000000 1000.000000 150.000000 9.083801 0.276735 -0.045787 
25020.000000 3360.000000 1000.000000 270.000000 9.868757 -0.739004 -0.076761 
25020.250000 3360.000000 1000.000000 30.000000 6.269830 0.812617 0.075698 
25020.250000 3360.000000 1000.000000 150.000000 9.085653 0.279206 -0.020595 
25020.250000 3360.000000 1000.000000 270.000000 9.853812 -0.760063 -0.091404 
25020.500000 3360.000000 1000.000000 30.000000 6.308275 0.843254 0.101518 
25020.500000 3360.000000 1000.000000 150.000000 9.086332 0.268474 0.005382 
25020.500000 3360.000000 1000.000000 270.000000 9.839907 -0.787109 -0.102614 
25020.750000 3360.000000 1000.000000 30.000000 6.359642 0.870953 0.121176 
25020.750000 3360.000000 1000.000000 150.000000 9.085678 0.245789 0.030153 
25020.750000 3360.000000 1000.000000 270.000000 9.827885 -0.820053 -0.110093 
25021.000000 3360.000000 1000.000000 30.000000 6.423581 0.893165 0.134615 
25021.000000 3360.000000 1000.000000 150.000000 9.083418 0.212887 0.051887 
25021.000000 3360.000000 1000.000000 270.000000 9.818729 -0.858173 -0.113817 
25021.250000 3360.000000 1000.000000 30.000000 6.498822 0.907948 0.142509 
25021.250000 3360.000000 1000.000000 150.000000 9.079319 0.171815 0.069446 
25021.250000 3360.000000 1000.000000 270.000000 9.813658 -0.900269 -0.113971 
25021.500000 3360.000000 1000.000000 30.000000 6.583118 0.914697 0.145887 
25021.500000 3360.000000 1000.000000 150.000000 9.073153 0.124942 0.082745 
25021.500000 3360.000000 1000.000000 270.000000 9.814097 -0.944862 -0.110839 
25021.750000 3360.000000 1000.000000 30.000000 6.673126 0.913965 0.146036 
25021.750000 3360.000000 1000.000000 150.000000 9.064650 0.075037 0.092407 
25021.750000 3360.000000 1000.000000 270.000000 9.821498 -0.990313 -0.104738 
25022.000000 3360.000000 1000.000000 30.000000 6.764982 0.907823 0.143716 
25022.000000 3360.000000 1000.000000 150.000000 9.053675 0.025239 0.099583 
25022.000000 3360.000000 1000.000000 270.000000 9.837014 -1.034898 -0.096135 
25022.250000 3360.000000 1000.000000 30.000000 6.854798 0.898742 0.139387 
25022.250000 3360.000000 1000.000000 150.000000 9.040085 -0.021053 0.105539 
25022.250000 3360.000000 1000.000000 270.000000 9.860992 -1.076795 -0.085744 
25022.500000 3360.000000 1000.000000 30.000000 6.938624 0.889432 0.133050 
25022.500000 3360.000000 1000.000000 150.000000 9.023943 -0.060479 0.111503 
25022.500000 3360.000000 1000.000000 270.000000 9.892670 -1.114261 -0.074630 
25022.750000 3360.000000 1000.000000 30.000000 7.013369 0.881928 0.124905 
25022.750000 3360.000000 1000.000000 150.000000 9.005550 -0.090108 0.118696 
25022.750000 3360.000000 1000.000000 270.000000 9.930010 -1.145828 -0.064189 
25023.000000 3360.000000 1000.000000 30.000000 7.076795 0.878073 0.115468 
25023.000000 3360.000000 1000.000000 150.000000 8.985425 -0.107847 0.128231 
25023.000000 3360.000000 1000.000000 270.000000 9.970009 -1.170673 -0.055829 
25023.250000 3360.000000 1000.000000 30.000000 7.127155 0.879205 0.104817 
25023.250000 3360.000000 1000.000000 150.000000 8.964219 -0.112975 0.140839 
25023.250000 3360.000000 1000.000000 270.000000 10.009249 -1.188893 -0.050465 
25023.500000 3360.000000 1000.000000 30.000000 7.164752 0.885340 0.093357 
25023.500000 3360.000000 1000.000000 150.000000 8.942755 -0.105841 0.156701 
25023.500000 3360.000000 1000.000000 270.000000 10.044390 -1.201529 -0.048304 
25023.750000 3360.000000 1000.000000 30.000000 7.191374 0.895524 0.080959 
25023.750000 3360.000000 1000.000000 150.000000 8.921891 -0.087986 0.175010 
25023.750000 3360.000000 1000.000000 270.000000 10.072972 -1.210204 -0.048808 
25024.000000 3360.000000 1000.000000 30.000000 7.209031 0.908640 0.067529 
25024.000000 3360.000000 1000.000000 150.000000 8.902531 -0.062003 0.194254 
25024.000000 3360.000000 1000.000000 270.000000 10.093488 -1.216630 -0.050845 
25024.250000 3360.000000 1000.000000 30.000000 7.220314 0.922399 0.053055 
25024.250000 3360.000000 1000.000000 150.000000 8.885745 -0.030849 0.212729 
25024.250000 3360.000000 1000.000000 270.000000 10.105527 -1.222284 -0.053120 
25024.500000 3360.000000 1000.000000 30.000000 7.227886 0.934371 0.037346 
25024.500000 3360.000000 1000.000000 150.000000 8.872592 0.002178 0.228596 
25024.500000 3360.000000 1000.000000 270.000000 10.109638 -1.228138 -0.054711 
25024.750000 3360.000000 1000.000000 30.000000 7.234947 0.942393 0.020736 
25024.750000 3360.000000 1000.000000 150.000000 8.864123 0.033961 0.240400 
25024.750000 3360.000000 1000.000000 270.000000 10.107112 -1.234764 -0.055425 
25025.000000 3360.000000 1000.000000 30.000000 7.242528 0.944879 0.003318 
25025.000000 3360.000000 1000.000000 150.000000 8.861079 0.061785 0.247110 
25025.000000 3360.000000 1000.000000 270.000000 10.099732 -1.242406 -0.055826 
25025.250000 3360.000000 1000.000000 30.000000 7.250611 0.941005 -0.014368 
25025.250000 3360.000000 1000.000000 150.000000 8.863716 0.083857 0.248390 
25025.250000 3360.000000 1000.000000 270.000000 10.089512 -1.251072 -0.057153 
25025.500000 3360.000000 1000.000000 30.000000 7.258961 0.930941 -0.031460 
25025.500000 3360.000000 1000.000000 150.000000 8.871608 0.099307 0.244591 
25025.500000 3360.000000 1000.000000 270.000000 10.078511 -1.260518 -0.061308 
25025.750000 3360.000000 1000.000000 30.000000 7.267054 0.915569 -0.047661 
25025.750000 3360.000000 1000.000000 150.000000 8.883803 0.108196 0.236523 
25025.750000 3360.000000 1000.000000 270.000000 10.068468 -1.270267 -0.069976 
25026.000000 3360.000000 1000.000000 30.000000 7.274074 0.896299 -0.062753 
25026.000000 3360.000000 1000.000000 150.000000 8.898831 0.111216 0.225263 
25026.000000 3360.000000 1000.000000 270.000000 10.060733 -1.279650 -0.084218 
25026.250000 3360.000000 1000.000000 30.000000 7.278859 0.874642 -0.076600 
25026.250000 3360.000000 1000.000000 150.000000 8.915028 0.109334 0.212043 
25026.250000 3360.000000 1000.000000 270.000000 10.056022 -1.287769 -0.104087 
25026.500000 3360.000000 1000.000000 30.000000 7.281070 0.852117 -0.089140 
25026.500000 3360.000000 1000.000000 150.000000 8.930796 0.103527 0.197989 
25026.500000 3360.000000 1000.000000 270.000000 10.054193 -1.293581 -0.128087 
25026.750000 3360.000000 1000.000000 30.000000 7.280694 0.830031 -0.100300 
25026.750000 3360.000000 1000.000000 150.000000 8.944741 0.094513 0.184049 
25026.750000 3360.000000 1000.000000 270.000000 10.054236 -1.295749 -0.153363 
25027.000000 3360.000000 1000.000000 30.000000 7.277782 0.809422 -0.110128 
25027.000000 3360.000000 1000.000000 150.000000 8.955765 0.082720 0.170995 
25027.000000 3360.000000 1000.000000 270.000000 10.054567 -1.292747 -0.176446 
25027.250000 3360.000000 1000.000000 30.000000 7.272394 0.790871 -0.118432 
25027.250000 3360.000000 1000.000000 150.000000 8.963112 0.068259 0.159381 
25027.250000 3360.000000 1000.000000 270.000000 10.053397 -1.283246 -0.193729 
25027.500000 3360.000000 1000.000000 30.000000 7.264606 0.774658 -0.124981 
25027.500000 3360.000000 1000.000000 150.000000 8.966461 0.051121 0.149565 
25027.500000 3360.000000 1000.000000 270.000000 10.049290 -1.266426 -0.202093 
25027.750000 3360.000000 1000.000000 30.000000 7.254537 0.760834 -0.129579 
25027.750000 3360.000000 1000.000000 150.000000 8.965857 0.031334 0.141661 
25027.750000 3360.000000 1000.000000 270.000000 10.041601 -1.242307 -0.199499 
25028.000000 3360.000000 1000.000000 30.000000 7.242240 0.749265 -0.132054 
25028.000000 3360.000000 1000.000000 150.000000 8.961649 0.009174 0.135593 
25028.000000 3360.000000 1000.000000 270.000000 10.030469 -1.211871 -0.185293 
25028.250000 3360.000000 1000.000000 30.000000 7.227710 0.739694 -0.132297 
25028.250000 3360.000000 1000.000000 150.000000 8.954561 -0.014696 0.131106 
25028.250000 3360.000000 1000.000000 270.000000 10.016875 -1.176723 -0.160313 
25028.500000 3360.000000 1000.000000 30.000000 7.210907 0.731829 -0.130312 
25028.500000 3360.000000 1000.000000 150.000000 8.945596 -0.039103 0.127761 
25028.500000 3360.000000 1000.000000 270.000000 10.002371 -1.138740 -0.126698 
25028.750000 3360.000000 1000.000000 30.000000 7.191758 0.725417 -0.126162 
25028.750000 3360.000000 1000.000000 150.000000 8.935872 -0.062452 0.125091 
25028.750000 3360.000000 1000.000000 270.000000 9.988613 -1.099788 -0.087440 
